Timestamp;Spur;Ivl;Total;Avg_Speed;Lkw;Lkw_avgSpeed;Pkw;Pkw_avgSpeed;Date;Hour;Minute;Day_of_week
"02.09.2019	12:50:00";DG77;1.1,1.2;2;59;0;0;2;65;02.09.2019;0;50;1
"02.09.2019	12:50:00";DG78;2.1,2.2;1;56;0;0;1;56;02.09.2019;0;50;1
"02.09.2019	12:50:00";DG26;1.1,1.2;1;34;1;44;0;0;02.09.2019;0;50;1
"02.09.2019	12:50:00";DG79;2.1,2.2;0;0;0;0;0;0;02.09.2019;0;50;1
"02.09.2019	12:50:00";WIM1;1;2;65;1;55;1;70;02.09.2019;0;50;1
"02.09.2019	12:50:00";WIM1;2;2;95;1;55;1;128;02.09.2019;0;50;1
"02.09.2019	12:50:00";WIM2;3;6;47;0;0;6;68;02.09.2019;0;50;1
"02.09.2019	12:50:00";WIM2;4;1;83;0;0;1;91;02.09.2019;0;50;1
"02.09.2019	12:55:00";DG15;1.1,1.2;0;0;0;0;0;0;02.09.2019;0;55;1
"02.09.2019	12:55:00";DG16;2.1,2.2;0;0;0;0;0;0;02.09.2019;0;55;1
"02.09.2019	12:55:00";DG80;3.1,3.2;0;0;0;0;0;0;02.09.2019;0;55;1
"02.09.2019	12:55:00";DG81;4.1,4.2;0;0;0;0;0;0;02.09.2019;0;55;1
"02.09.2019	12:55:00";DG22;1.1,1.2;1;40;1;37;0;0;02.09.2019;0;55;1
"02.09.2019	12:55:00";DG23;2.1,2.2;2;54;1;49;1;60;02.09.2019;0;55;1
"02.09.2019	12:55:00";DG24;3.1,3.2;0;0;0;0;0;0;02.09.2019;0;55;1
"02.09.2019	12:55:00";DG25;4.1,4.2;0;0;0;0;0;0;02.09.2019;0;55;1
"02.09.2019	12:55:00";DG77;1.1,1.2;3;59;1;52;2;62;02.09.2019;0;55;1
"02.09.2019	12:55:00";DG78;2.1,2.2;1;52;0;0;1;51;02.09.2019;0;55;1
"02.09.2019	12:55:00";DG26;1.1,1.2;0;0;0;0;0;0;02.09.2019;0;55;1
"02.09.2019	12:55:00";DG79;2.1,2.2;0;0;0;0;0;0;02.09.2019;0;55;1
"02.09.2019	12:55:00";WIM1;1;0;0;0;0;0;0;02.09.2019;0;55;1
"02.09.2019	12:55:00";WIM1;2;0;0;0;0;0;0;02.09.2019;0;55;1
"02.09.2019	12:55:00";WIM2;3;1;61;0;0;1;74;02.09.2019;0;55;1
