ID;Crossing;Programme;Group;Duration;Start_green;End_green;Crossing_programme;Day_of_week;End_hour;End_minute;Start_hour;Start_minute
489;107;2;K8;75;31;36;1072;7;19;0;6;0
490;107;3;K1;90;7;41;1073;;;;;
491;107;3;K2;90;0;90;1073;;;;;
492;107;3;K3;90;4;17;1073;;;;;
493;107;3;K4;90;66;89;1073;;;;;
494;107;3;K5;90;23;59;1073;;;;;
495;107;3;K6;90;44;61;1073;;;;;
496;107;3;K7;90;66;89;1073;;;;;
497;107;3;K8;90;48;58;1073;;;;;
498;107;11;K1;90;8;48;10711;1;06;0;0;0
499;107;11;K1;90;8;48;10711;1;19;0;17;0
500;107;11;K1;90;8;48;10711;2;06;0;0;0
501;107;11;K1;90;8;48;10711;2;19;0;17;0
502;107;11;K1;90;8;48;10711;3;06;0;0;0
503;107;11;K1;90;8;48;10711;3;19;0;17;0
504;107;11;K1;90;8;48;10711;4;06;0;0;0
505;107;11;K1;90;8;48;10711;4;19;0;17;0
506;107;11;K1;90;8;48;10711;5;06;0;0;0
507;107;11;K1;90;8;48;10711;5;19;0;17;0
508;107;11;K1;90;8;48;10711;6;06;0;0;0
509;107;11;K1;90;8;48;10711;6;23;59;19;0
510;107;11;K1;90;8;48;10711;7;06;0;0;0
511;107;11;K1;90;8;48;10711;7;23;59;19;0
512;107;11;K2;90;0;90;10711;1;06;0;0;0
513;107;11;K2;90;0;90;10711;1;19;0;17;0
514;107;11;K2;90;0;90;10711;2;06;0;0;0
515;107;11;K2;90;0;90;10711;2;19;0;17;0
516;107;11;K2;90;0;90;10711;3;06;0;0;0
517;107;11;K2;90;0;90;10711;3;19;0;17;0
518;107;11;K2;90;0;90;10711;4;06;0;0;0
519;107;11;K2;90;0;90;10711;4;19;0;17;0
520;107;11;K2;90;0;90;10711;5;06;0;0;0
521;107;11;K2;90;0;90;10711;5;19;0;17;0
522;107;11;K2;90;0;90;10711;6;06;0;0;0
523;107;11;K2;90;0;90;10711;6;23;59;19;0
524;107;11;K2;90;0;90;10711;7;06;0;0;0
525;107;11;K2;90;0;90;10711;7;23;59;19;0
526;107;11;K3;90;5;23;10711;1;06;0;0;0
527;107;11;K3;90;5;23;10711;1;19;0;17;0
528;107;11;K3;90;5;23;10711;2;06;0;0;0
529;107;11;K3;90;5;23;10711;2;19;0;17;0
530;107;11;K3;90;5;23;10711;3;06;0;0;0
531;107;11;K3;90;5;23;10711;3;19;0;17;0
532;107;11;K3;90;5;23;10711;4;06;0;0;0
533;107;11;K3;90;5;23;10711;4;19;0;17;0
534;107;11;K3;90;5;23;10711;5;06;0;0;0
535;107;11;K3;90;5;23;10711;5;19;0;17;0
536;107;11;K3;90;5;23;10711;6;06;0;0;0
537;107;11;K3;90;5;23;10711;6;23;59;19;0
538;107;11;K3;90;5;23;10711;7;06;0;0;0
539;107;11;K3;90;5;23;10711;7;23;59;19;0
540;107;11;K4;90;67;0;10711;1;06;0;0;0
541;107;11;K4;90;67;0;10711;1;19;0;17;0
542;107;11;K4;90;67;0;10711;2;06;0;0;0
543;107;11;K4;90;67;0;10711;2;19;0;17;0
544;107;11;K4;90;67;0;10711;3;06;0;0;0
545;107;11;K4;90;67;0;10711;3;19;0;17;0
546;107;11;K4;90;67;0;10711;4;06;0;0;0
547;107;11;K4;90;67;0;10711;4;19;0;17;0
548;107;11;K4;90;67;0;10711;5;06;0;0;0
549;107;11;K4;90;67;0;10711;5;19;0;17;0
550;107;11;K4;90;67;0;10711;6;06;0;0;0
551;107;11;K4;90;67;0;10711;6;23;59;19;0
552;107;11;K4;90;67;0;10711;7;06;0;0;0
553;107;11;K4;90;67;0;10711;7;23;59;19;0
554;107;11;K5;90;29;60;10711;1;06;0;0;0
555;107;11;K5;90;29;60;10711;1;19;0;17;0
556;107;11;K5;90;29;60;10711;2;06;0;0;0
557;107;11;K5;90;29;60;10711;2;19;0;17;0
558;107;11;K5;90;29;60;10711;3;06;0;0;0
559;107;11;K5;90;29;60;10711;3;19;0;17;0
560;107;11;K5;90;29;60;10711;4;06;0;0;0
561;107;11;K5;90;29;60;10711;4;19;0;17;0
562;107;11;K5;90;29;60;10711;5;06;0;0;0
563;107;11;K5;90;29;60;10711;5;19;0;17;0
564;107;11;K5;90;29;60;10711;6;06;0;0;0
565;107;11;K5;90;29;60;10711;6;23;59;19;0
566;107;11;K5;90;29;60;10711;7;06;0;0;0
567;107;11;K5;90;29;60;10711;7;23;59;19;0
568;107;11;K6;90;51;62;10711;1;06;0;0;0
569;107;11;K6;90;51;62;10711;1;19;0;17;0
570;107;11;K6;90;51;62;10711;2;06;0;0;0
571;107;11;K6;90;51;62;10711;2;19;0;17;0
572;107;11;K6;90;51;62;10711;3;06;0;0;0
573;107;11;K6;90;51;62;10711;3;19;0;17;0
574;107;11;K6;90;51;62;10711;4;06;0;0;0
575;107;11;K6;90;51;62;10711;4;19;0;17;0
576;107;11;K6;90;51;62;10711;5;06;0;0;0
577;107;11;K6;90;51;62;10711;5;19;0;17;0
578;107;11;K6;90;51;62;10711;6;06;0;0;0
579;107;11;K6;90;51;62;10711;6;23;59;19;0
580;107;11;K6;90;51;62;10711;7;06;0;0;0
581;107;11;K6;90;51;62;10711;7;23;59;19;0
582;107;11;K7;90;67;0;10711;1;06;0;0;0
583;107;11;K7;90;67;0;10711;1;19;0;17;0
584;107;11;K7;90;67;0;10711;2;06;0;0;0
585;107;11;K7;90;67;0;10711;2;19;0;17;0
586;107;11;K7;90;67;0;10711;3;06;0;0;0
587;107;11;K7;90;67;0;10711;3;19;0;17;0
588;107;11;K7;90;67;0;10711;4;06;0;0;0
589;107;11;K7;90;67;0;10711;4;19;0;17;0
590;107;11;K7;90;67;0;10711;5;06;0;0;0
591;107;11;K7;90;67;0;10711;5;19;0;17;0
592;107;11;K7;90;67;0;10711;6;06;0;0;0
593;107;11;K7;90;67;0;10711;6;23;59;19;0
594;107;11;K7;90;67;0;10711;7;06;0;0;0
595;107;11;K7;90;67;0;10711;7;23;59;19;0
596;107;11;K8;90;54;59;10711;1;06;0;0;0
597;107;11;K8;90;54;59;10711;1;19;0;17;0
598;107;11;K8;90;54;59;10711;2;06;0;0;0
599;107;11;K8;90;54;59;10711;2;19;0;17;0
600;107;11;K8;90;54;59;10711;3;06;0;0;0
601;107;11;K8;90;54;59;10711;3;19;0;17;0
602;107;11;K8;90;54;59;10711;4;06;0;0;0
603;107;11;K8;90;54;59;10711;4;19;0;17;0
604;107;11;K8;90;54;59;10711;5;06;0;0;0
605;107;11;K8;90;54;59;10711;5;19;0;17;0
606;107;11;K8;90;54;59;10711;6;06;0;0;0
607;107;11;K8;90;54;59;10711;6;23;59;19;0
608;107;11;K8;90;54;59;10711;7;06;0;0;0
609;107;11;K8;90;54;59;10711;7;23;59;19;0
610;108;1;K1;90;16;49;1081;1;14;0;5;0
611;108;1;K1;90;16;49;1081;2;14;0;5;0
612;108;1;K1;90;16;49;1081;3;14;0;5;0
613;108;1;K1;90;16;49;1081;4;14;0;5;0
614;108;1;K1;90;16;49;1081;5;14;0;5;0
615;108;1;K2;90;85;49;1081;1;14;0;5;0
616;108;1;K2;90;85;49;1081;2;14;0;5;0
617;108;1;K2;90;85;49;1081;3;14;0;5;0
618;108;1;K2;90;85;49;1081;4;14;0;5;0
619;108;1;K2;90;85;49;1081;5;14;0;5;0
620;108;1;K3;90;28;48;1081;1;14;0;5;0
621;108;1;K3;90;28;48;1081;2;14;0;5;0
622;108;1;K3;90;28;48;1081;3;14;0;5;0
623;108;1;K3;90;28;48;1081;4;14;0;5;0
624;108;1;K3;90;28;48;1081;5;14;0;5;0
625;108;1;K4;90;52;77;1081;1;14;0;5;0
626;108;1;K4;90;52;77;1081;2;14;0;5;0
627;108;1;K4;90;52;77;1081;3;14;0;5;0
628;108;1;K4;90;52;77;1081;4;14;0;5;0
629;108;1;K4;90;52;77;1081;5;14;0;5;0
630;108;1;K5;90;57;12;1081;1;14;0;5;0
631;108;1;K5;90;57;12;1081;2;14;0;5;0
632;108;1;K5;90;57;12;1081;3;14;0;5;0
633;108;1;K5;90;57;12;1081;4;14;0;5;0
634;108;1;K5;90;57;12;1081;5;14;0;5;0
635;108;1;K6;90;81;12;1081;1;14;0;5;0
636;108;1;K6;90;81;12;1081;2;14;0;5;0
637;108;1;K6;90;81;12;1081;3;14;0;5;0
638;108;1;K6;90;81;12;1081;4;14;0;5;0
639;108;1;K6;90;81;12;1081;5;14;0;5;0
640;108;2;K1;75;15;46;1082;1;05;0;0;0
641;108;2;K1;75;15;46;1082;1;23;59;20;0
642;108;2;K1;75;15;46;1082;2;05;0;0;0
643;108;2;K1;75;15;46;1082;2;23;59;20;0
644;108;2;K1;75;15;46;1082;3;05;0;0;0
645;108;2;K1;75;15;46;1082;3;23;59;20;0
646;108;2;K1;75;15;46;1082;4;05;0;0;0
647;108;2;K1;75;15;46;1082;4;23;59;20;0
648;108;2;K1;75;15;46;1082;5;05;0;0;0
649;108;2;K1;75;15;46;1082;5;23;59;20;0
650;108;2;K1;75;15;46;1082;6;23;59;0;0
651;108;2;K1;75;15;46;1082;7;23;59;0;0
652;108;2;K2;75;5;46;1082;1;05;0;0;0
653;108;2;K2;75;5;46;1082;1;23;59;20;0
654;108;2;K2;75;5;46;1082;2;05;0;0;0
655;108;2;K2;75;5;46;1082;2;23;59;20;0
656;108;2;K2;75;5;46;1082;3;05;0;0;0
657;108;2;K2;75;5;46;1082;3;23;59;20;0
658;108;2;K2;75;5;46;1082;4;05;0;0;0
659;108;2;K2;75;5;46;1082;4;23;59;20;0
660;108;2;K2;75;5;46;1082;5;05;0;0;0
661;108;2;K2;75;5;46;1082;5;23;59;20;0
662;108;2;K2;75;5;46;1082;6;23;59;0;0
663;108;2;K2;75;5;46;1082;7;23;59;0;0
664;108;2;K3;75;27;45;1082;1;05;0;0;0
665;108;2;K3;75;27;45;1082;1;23;59;20;0
666;108;2;K3;75;27;45;1082;2;05;0;0;0
667;108;2;K3;75;27;45;1082;2;23;59;20;0
668;108;2;K3;75;27;45;1082;3;05;0;0;0
669;108;2;K3;75;27;45;1082;3;23;59;20;0
670;108;2;K3;75;27;45;1082;4;05;0;0;0
671;108;2;K3;75;27;45;1082;4;23;59;20;0
672;108;2;K3;75;27;45;1082;5;05;0;0;0
673;108;2;K3;75;27;45;1082;5;23;59;20;0
674;108;2;K3;75;27;45;1082;6;23;59;0;0
675;108;2;K3;75;27;45;1082;7;23;59;0;0
676;108;2;K4;75;49;72;1082;1;05;0;0;0
677;108;2;K4;75;49;72;1082;1;23;59;20;0
678;108;2;K4;75;49;72;1082;2;05;0;0;0
679;108;2;K4;75;49;72;1082;2;23;59;20;0
680;108;2;K4;75;49;72;1082;3;05;0;0;0
681;108;2;K4;75;49;72;1082;3;23;59;20;0
682;108;2;K4;75;49;72;1082;4;05;0;0;0
683;108;2;K4;75;49;72;1082;4;23;59;20;0
684;108;2;K4;75;49;72;1082;5;05;0;0;0
685;108;2;K4;75;49;72;1082;5;23;59;20;0
686;108;2;K4;75;49;72;1082;6;23;59;0;0
687;108;2;K4;75;49;72;1082;7;23;59;0;0
688;108;2;K5;75;56;11;1082;1;05;0;0;0
689;108;2;K5;75;56;11;1082;1;23;59;20;0
690;108;2;K5;75;56;11;1082;2;05;0;0;0
691;108;2;K5;75;56;11;1082;2;23;59;20;0
692;108;2;K5;75;56;11;1082;3;05;0;0;0
693;108;2;K5;75;56;11;1082;3;23;59;20;0
694;108;2;K5;75;56;11;1082;4;05;0;0;0
695;108;2;K5;75;56;11;1082;4;23;59;20;0
696;108;2;K5;75;56;11;1082;5;05;0;0;0
697;108;2;K5;75;56;11;1082;5;23;59;20;0
698;108;2;K5;75;56;11;1082;6;23;59;0;0
699;108;2;K5;75;56;11;1082;7;23;59;0;0
700;108;2;K6;75;1;11;1082;1;05;0;0;0
701;108;2;K6;75;1;11;1082;1;23;59;20;0
702;108;2;K6;75;1;11;1082;2;05;0;0;0
703;108;2;K6;75;1;11;1082;2;23;59;20;0
704;108;2;K6;75;1;11;1082;3;05;0;0;0
705;108;2;K6;75;1;11;1082;3;23;59;20;0
706;108;2;K6;75;1;11;1082;4;05;0;0;0
707;108;2;K6;75;1;11;1082;4;23;59;20;0
708;108;2;K6;75;1;11;1082;5;05;0;0;0
709;108;2;K6;75;1;11;1082;5;23;59;20;0
710;108;2;K6;75;1;11;1082;6;23;59;0;0
711;108;2;K6;75;1;11;1082;7;23;59;0;0
712;108;3;K1;90;15;52;1083;1;20;0;14;0
713;108;3;K1;90;15;52;1083;2;20;0;14;0
714;108;3;K1;90;15;52;1083;3;20;0;14;0
715;108;3;K1;90;15;52;1083;4;20;0;14;0
716;108;3;K1;90;15;52;1083;5;20;0;14;0
717;108;3;K2;90;88;52;1083;1;20;0;14;0
718;108;3;K2;90;88;52;1083;2;20;0;14;0
719;108;3;K2;90;88;52;1083;3;20;0;14;0
720;108;3;K2;90;88;52;1083;4;20;0;14;0
721;108;3;K2;90;88;52;1083;5;20;0;14;0
722;108;3;K3;90;27;51;1083;1;20;0;14;0
723;108;3;K3;90;27;51;1083;2;20;0;14;0
724;108;3;K3;90;27;51;1083;3;20;0;14;0
725;108;3;K3;90;27;51;1083;4;20;0;14;0
726;108;3;K3;90;27;51;1083;5;20;0;14;0
727;108;3;K4;90;55;80;1083;1;20;0;14;0
728;108;3;K4;90;55;80;1083;2;20;0;14;0
729;108;3;K4;90;55;80;1083;3;20;0;14;0
730;108;3;K4;90;55;80;1083;4;20;0;14;0
731;108;3;K4;90;55;80;1083;5;20;0;14;0
732;108;3;K5;90;59;11;1083;1;20;0;14;0
733;108;3;K5;90;59;11;1083;2;20;0;14;0
734;108;3;K5;90;59;11;1083;3;20;0;14;0
735;108;3;K5;90;59;11;1083;4;20;0;14;0
736;108;3;K5;90;59;11;1083;5;20;0;14;0
737;108;3;K6;90;84;11;1083;1;20;0;14;0
738;108;3;K6;90;84;11;1083;2;20;0;14;0
739;108;3;K6;90;84;11;1083;3;20;0;14;0
740;108;3;K6;90;84;11;1083;4;20;0;14;0
741;108;3;K6;90;84;11;1083;5;20;0;14;0
742;105;0;K1;90;0;90;1050;1;05;0;0;0
743;105;0;K1;90;0;90;1050;1;23;59;22;15
744;105;0;K1;90;0;90;1050;2;05;0;0;0
745;105;0;K1;90;0;90;1050;2;23;59;22;15
746;105;0;K1;90;0;90;1050;3;05;0;0;0
747;105;0;K1;90;0;90;1050;3;23;59;22;15
748;105;0;K1;90;0;90;1050;4;05;0;0;0
749;105;0;K1;90;0;90;1050;4;23;59;22;15
750;105;0;K1;90;0;90;1050;5;05;0;0;0
751;105;0;K1;90;0;90;1050;5;23;59;22;15
752;105;0;K1;90;0;90;1050;6;05;0;0;0
753;105;0;K1;90;0;90;1050;6;23;59;20;15
754;105;0;K1;90;0;90;1050;7;05;0;0;0
755;105;0;K2;90;0;90;1050;1;05;0;0;0
756;105;0;K2;90;0;90;1050;1;23;59;22;15
757;105;0;K2;90;0;90;1050;2;05;0;0;0
758;105;0;K2;90;0;90;1050;2;23;59;22;15
759;105;0;K2;90;0;90;1050;3;05;0;0;0
760;105;0;K2;90;0;90;1050;3;23;59;22;15
761;105;0;K2;90;0;90;1050;4;05;0;0;0
762;105;0;K2;90;0;90;1050;4;23;59;22;15
763;105;0;K2;90;0;90;1050;5;05;0;0;0
764;105;0;K2;90;0;90;1050;5;23;59;22;15
765;105;0;K2;90;0;90;1050;6;05;0;0;0
766;105;0;K2;90;0;90;1050;6;23;59;20;15
767;105;0;K2;90;0;90;1050;7;05;0;0;0
768;105;0;K3;90;0;90;1050;1;05;0;0;0
769;105;0;K3;90;0;90;1050;1;23;59;22;15
770;105;0;K3;90;0;90;1050;2;05;0;0;0
771;105;0;K3;90;0;90;1050;2;23;59;22;15
772;105;0;K3;90;0;90;1050;3;05;0;0;0
773;105;0;K3;90;0;90;1050;3;23;59;22;15
774;105;0;K3;90;0;90;1050;4;05;0;0;0
775;105;0;K3;90;0;90;1050;4;23;59;22;15
776;105;0;K3;90;0;90;1050;5;05;0;0;0
777;105;0;K3;90;0;90;1050;5;23;59;22;15
778;105;0;K3;90;0;90;1050;6;05;0;0;0
779;105;0;K3;90;0;90;1050;6;23;59;20;15
780;105;0;K3;90;0;90;1050;7;05;0;0;0
781;105;0;K4;90;0;90;1050;1;05;0;0;0
782;105;0;K4;90;0;90;1050;1;23;59;22;15
783;105;0;K4;90;0;90;1050;2;05;0;0;0
784;105;0;K4;90;0;90;1050;2;23;59;22;15
785;105;0;K4;90;0;90;1050;3;05;0;0;0
786;105;0;K4;90;0;90;1050;3;23;59;22;15
787;105;0;K4;90;0;90;1050;4;05;0;0;0
788;105;0;K4;90;0;90;1050;4;23;59;22;15
789;105;0;K4;90;0;90;1050;5;05;0;0;0
790;105;0;K4;90;0;90;1050;5;23;59;22;15
791;105;0;K4;90;0;90;1050;6;05;0;0;0
792;105;0;K4;90;0;90;1050;6;23;59;20;15
793;105;0;K4;90;0;90;1050;7;05;0;0;0
794;105;0;K5;90;0;90;1050;1;05;0;0;0
795;105;0;K5;90;0;90;1050;1;23;59;22;15
796;105;0;K5;90;0;90;1050;2;05;0;0;0
797;105;0;K5;90;0;90;1050;2;23;59;22;15
798;105;0;K5;90;0;90;1050;3;05;0;0;0
799;105;0;K5;90;0;90;1050;3;23;59;22;15
800;105;0;K5;90;0;90;1050;4;05;0;0;0
801;105;0;K5;90;0;90;1050;4;23;59;22;15
802;105;0;K5;90;0;90;1050;5;05;0;0;0
803;105;0;K5;90;0;90;1050;5;23;59;22;15
804;105;0;K5;90;0;90;1050;6;05;0;0;0
805;105;0;K5;90;0;90;1050;6;23;59;20;15
806;105;0;K5;90;0;90;1050;7;05;0;0;0
807;105;0;K6;90;0;90;1050;1;05;0;0;0
808;105;0;K6;90;0;90;1050;1;23;59;22;15
809;105;0;K6;90;0;90;1050;2;05;0;0;0
810;105;0;K6;90;0;90;1050;2;23;59;22;15
811;105;0;K6;90;0;90;1050;3;05;0;0;0
812;105;0;K6;90;0;90;1050;3;23;59;22;15
813;105;0;K6;90;0;90;1050;4;05;0;0;0
814;105;0;K6;90;0;90;1050;4;23;59;22;15
815;105;0;K6;90;0;90;1050;5;05;0;0;0
816;105;0;K6;90;0;90;1050;5;23;59;22;15
817;105;0;K6;90;0;90;1050;6;05;0;0;0
818;105;0;K6;90;0;90;1050;6;23;59;20;15
819;105;0;K6;90;0;90;1050;7;05;0;0;0
