Spur;Lkw;Lkw_avgSpeed;Pkw;Pkw_avgSpeed;Day_of_week;Hour;Minute
DG4;;;3;68;1;0;0
DG5;2;59;15;73;1;0;0
DG6;;;1;66;1;0;0
DG8;2;64;9;77;1;0;0
DG9;;;7;72;1;0;0
DG10;1;72;8;76;1;0;0
DG27;2;56;1;59;1;0;0
DG28;1;62;;;1;0;0
DG33;2;7;;;1;0;0
DG31;2;73;;;1;0;0
DG32;2;66;2;78;1;0;0
DG37;1;29;;;1;0;0
DG50;;;8;56;1;0;0
DG51;3;6;4;68;1;0;0
DG52;1;47;;;1;0;0
DG56;3;39;;;1;0;0
DG57;;;1;52;1;0;0
DG68;;;4;65;1;0;0
DG69;;;4;51;1;0;0
DG63;1;55;;;1;0;0
DG58;2;34;4;55;1;0;0
DG59;;;22;42;1;0;0
DG70;;;2;61;1;0;0
DG72;1;57;;;1;0;0
DG74;;;3;59;1;0;0
DG75;2;57;;;1;0;0
DG43;1;21;;;1;0;0
DG44;1;43;3;55;1;0;0
DG45;2;44;16;51;1;0;0
DG46;3;5;6;52;1;0;0
DG47;;;3;49;1;0;0
DG49;1;5;1;53;1;0;0
DG40;;;1;45;1;0;0
DG41;;;1;118;1;0;0
DG42;1;3;;;1;0;0
DG85;1;43;;;1;0;0
DG1;;;1;56;1;0;5
DG3;2;44;2;5;1;0;5
DG4;;;1;86;1;0;5
DG5;2;6;1;75;1;0;5
DG6;1;54;2;58;1;0;5
DG7;1;59;;;1;0;5
DG8;2;68;6;75;1;0;5
DG9;;;5;78;1;0;5
DG10;2;62;5;65;1;0;5
DG12;;;1;74;1;0;5
DG27;;;1;57;1;0;5
DG28;5;57;;;1;0;5
DG33;3;59;1;6;1;0;5
DG34;1;48;1;65;1;0;5
DG31;;;1;6;1;0;5
DG32;;;2;63;1;0;5
DG37;1;32;;;1;0;5
DG38;5;16;;;1;0;5
DG53;1;27;1;35;1;0;5
DG54;1;35;1;33;1;0;5
DG50;4;48;4;57;1;0;5
DG51;1;55;3;5;1;0;5
DG52;;;1;62;1;0;5
DG56;3;5;1;64;1;0;5
DG57;;;2;4;1;0;5
DG68;;;5;66;1;0;5
DG69;;;1;75;1;0;5
DG58;;;2;47;1;0;5
DG59;1;52;6;56;1;0;5
DG70;1;49;1;58;1;0;5
DG74;1;69;1;59;1;0;5
DG75;;;2;69;1;0;5
DG43;1;45;;;1;0;5
DG44;3;33;;;1;0;5
DG45;4;43;6;46;1;0;5
DG46;1;58;4;51;1;0;5
DG49;3;48;;;1;0;5
DG42;1;25;;;1;0;5
DG82;1;35;1;57;1;0;5
DG85;;;2;47;1;0;5
DG1;;;1;69;1;0;10
DG3;2;42;1;52;1;0;10
DG4;;;3;67;1;0;10
DG5;1;69;7;73;1;0;10
DG6;1;77;3;69;1;0;10
DG8;1;74;6;71;1;0;10
DG9;1;73;5;78;1;0;10
DG10;1;71;8;72;1;0;10
DG13;;;1;54;1;0;10
DG27;1;39;;;1;0;10
DG28;1;44;;;1;0;10
DG33;;;2;72;1;0;10
DG31;1;57;;;1;0;10
DG32;;;1;97;1;0;10
DG37;2;3;1;4;1;0;10
DG38;1;12;1;25;1;0;10
DG54;;;1;53;1;0;10
DG50;;;4;49;1;0;10
DG51;;;1;51;1;0;10
DG52;3;53;;;1;0;10
DG56;7;49;;;1;0;10
DG57;1;47;;;1;0;10
DG68;2;61;8;59;1;0;10
DG69;1;51;2;62;1;0;10
DG63;1;43;;;1;0;10
DG58;2;35;1;55;1;0;10
DG59;;;4;47;1;0;10
DG70;1;48;;;1;0;10
DG74;1;54;1;63;1;0;10
DG75;;;1;71;1;0;10
DG76;;;1;57;1;0;10
DG44;2;4;;;1;0;10
DG45;;;1;45;1;0;10
DG46;2;49;3;61;1;0;10
DG48;1;46;;;1;0;10
DG49;1;43;;;1;0;10
DG41;1;39;;;1;0;10
DG42;;;1;44;1;0;10
DG85;;;2;58;1;0;10
DG3;3;46;2;55;1;0;15
DG4;2;54;2;57;1;0;15
DG5;1;4;3;63;1;0;15
DG6;2;66;1;93;1;0;15
DG7;1;77;1;68;1;0;15
DG8;;;1;68;1;0;15
DG9;2;56;2;68;1;0;15
DG10;3;69;;;1;0;15
DG12;1;42;;;1;0;15
DG27;1;53;;;1;0;15
DG28;1;62;1;67;1;0;15
DG33;;;1;57;1;0;15
DG34;1;54;;;1;0;15
DG31;1;64;;;1;0;15
DG32;;;1;77;1;0;15
DG37;2;36;;;1;0;15
DG38;3;15;1;2;1;0;15
DG54;;;1;4;1;0;15
DG50;2;48;4;64;1;0;15
DG51;3;59;4;66;1;0;15
DG52;1;55;;;1;0;15
DG56;3;51;;;1;0;15
DG68;;;4;74;1;0;15
DG63;1;57;;;1;0;15
DG58;;;2;44;1;0;15
DG59;1;22;8;46;1;0;15
DG60;1;29;;;1;0;15
DG71;;;1;73;1;0;15
DG72;2;43;;;1;0;15
DG75;3;44;;;1;0;15
DG44;5;3;5;38;1;0;15
DG45;;;4;41;1;0;15
DG46;2;44;3;6;1;0;15
DG47;;;1;53;1;0;15
DG49;1;72;;;1;0;15
DG41;4;54;1;62;1;0;15
DG42;2;39;;;1;0;15
DG82;1;33;1;38;1;0;15
DG86;;;1;43;1;0;15
DG1;;;1;9;1;0;20
DG3;1;44;4;53;1;0;20
DG4;1;61;1;6;1;0;20
DG5;2;61;1;64;1;0;20
DG6;1;57;2;72;1;0;20
DG7;;;1;82;1;0;20
DG8;2;62;2;7;1;0;20
DG9;1;62;1;8;1;0;20
DG10;2;61;2;73;1;0;20
DG27;2;48;2;46;1;0;20
DG33;;;1;87;1;0;20
DG34;;;1;77;1;0;20
DG31;;;1;76;1;0;20
DG32;;;1;118;1;0;20
DG37;1;51;;;1;0;20
DG38;1;16;2;17;1;0;20
DG53;;;1;57;1;0;20
DG54;;;1;55;1;0;20
DG50;2;62;1;44;1;0;20
DG51;;;6;6;1;0;20
DG52;1;51;1;48;1;0;20
DG56;3;51;1;43;1;0;20
DG57;1;66;1;58;1;0;20
DG68;1;6;5;59;1;0;20
DG69;1;53;4;6;1;0;20
DG63;2;44;1;47;1;0;20
DG58;;;6;41;1;0;20
DG59;2;43;4;47;1;0;20
DG60;1;27;1;38;1;0;20
DG70;1;45;1;65;1;0;20
DG71;;;1;69;1;0;20
DG72;1;63;2;56;1;0;20
DG74;1;56;2;74;1;0;20
DG75;1;64;4;65;1;0;20
DG45;;;2;46;1;0;20
DG46;1;49;6;52;1;0;20
DG47;;;1;78;1;0;20
DG42;;;2;51;1;0;20
DG82;;;1;43;1;0;20
DG1;;;1;95;1;0;25
DG2;;;1;92;1;0;25
DG3;4;39;3;51;1;0;25
DG4;;;1;53;1;0;25
DG5;3;58;6;66;1;0;25
DG6;3;63;6;79;1;0;25
DG7;;;1;123;1;0;25
DG8;1;56;2;65;1;0;25
DG9;1;56;2;78;1;0;25
DG10;1;62;1;6;1;0;25
DG12;;;1;62;1;0;25
DG13;;;1;55;1;0;25
DG27;;;1;57;1;0;25
DG28;1;66;;;1;0;25
DG33;1;59;;;1;0;25
DG34;;;1;58;1;0;25
DG31;1;72;;;1;0;25
DG32;1;72;2;59;1;0;25
DG37;3;45;;;1;0;25
DG38;1;25;;;1;0;25
DG54;;;1;5;1;0;25
DG50;;;2;64;1;0;25
DG51;;;2;57;1;0;25
DG52;3;5;1;51;1;0;25
DG56;1;53;;;1;0;25
DG68;;;2;61;1;0;25
DG69;;;2;73;1;0;25
DG58;1;35;6;51;1;0;25
DG59;;;4;42;1;0;25
DG60;1;31;;;1;0;25
DG70;;;2;71;1;0;25
DG71;;;1;77;1;0;25
DG74;;;5;65;1;0;25
DG75;;;1;49;1;0;25
DG43;1;47;;;1;0;25
DG44;3;5;2;53;1;0;25
DG45;;;4;52;1;0;25
DG46;4;4;2;65;1;0;25
DG47;1;62;1;46;1;0;25
DG49;3;45;;;1;0;25
DG42;1;51;;;1;0;25
DG85;;;1;48;1;0;25
DG3;2;36;4;52;1;0;30
DG5;;;4;64;1;0;30
DG6;3;52;3;72;1;0;30
DG8;1;59;1;67;1;0;30
DG9;;;4;71;1;0;30
DG10;1;53;1;68;1;0;30
DG14;;;1;49;1;0;30
DG28;2;63;;;1;0;30
DG33;2;69;;;1;0;30
DG31;1;6;1;78;1;0;30
DG37;1;42;;;1;0;30
DG38;3;14;1;23;1;0;30
DG50;;;3;5;1;0;30
DG51;3;46;2;51;1;0;30
DG52;2;65;;;1;0;30
DG56;3;43;3;56;1;0;30
DG57;2;61;1;66;1;0;30
DG68;;;1;55;1;0;30
DG69;;;2;72;1;0;30
DG58;1;4;2;36;1;0;30
DG59;;;5;48;1;0;30
DG70;1;58;;;1;0;30
DG74;1;59;2;78;1;0;30
DG75;1;66;;;1;0;30
DG44;5;45;3;45;1;0;30
DG45;1;32;2;56;1;0;30
DG46;3;48;7;54;1;0;30
DG47;3;51;2;51;1;0;30
DG42;2;44;;;1;0;30
DG82;1;52;;;1;0;30
DG84;;;1;47;1;0;30
DG1;;;1;46;1;0;35
DG3;3;34;5;43;1;0;35
DG4;;;1;83;1;0;35
DG5;1;49;2;71;1;0;35
DG6;;;3;69;1;0;35
DG7;;;1;69;1;0;35
DG8;2;58;;;1;0;35
DG9;;;2;91;1;0;35
DG10;2;58;2;67;1;0;35
DG12;;;2;49;1;0;35
DG27;1;63;;;1;0;35
DG28;3;59;2;69;1;0;35
DG33;3;54;;;1;0;35
DG31;3;77;1;63;1;0;35
DG32;;;1;97;1;0;35
DG37;1;5;;;1;0;35
DG38;1;17;;;1;0;35
DG53;;;1;4;1;0;35
DG54;1;39;1;78;1;0;35
DG50;1;45;4;6;1;0;35
DG51;3;59;;;1;0;35
DG52;4;64;;;1;0;35
DG56;5;55;1;48;1;0;35
DG57;1;55;1;63;1;0;35
DG68;;;6;78;1;0;35
DG69;;;3;8;1;0;35
DG58;1;51;;;1;0;35
DG59;;;1;41;1;0;35
DG70;2;56;;;1;0;35
DG72;;;1;53;1;0;35
DG74;2;46;;;1;0;35
DG75;;;2;57;1;0;35
DG44;3;37;1;49;1;0;35
DG45;;;3;5;1;0;35
DG46;;;2;59;1;0;35
DG47;1;46;;;1;0;35
DG48;1;48;;;1;0;35
DG42;1;5;;;1;0;35
DG82;1;69;1;53;1;0;35
DG85;;;1;37;1;0;35
DG1;1;44;;;1;0;40
DG2;;;2;42;1;0;40
DG3;1;45;3;41;1;0;40
DG4;;;2;61;1;0;40
DG5;3;6;;;1;0;40
DG6;4;6;2;53;1;0;40
DG8;2;52;2;54;1;0;40
DG9;1;61;1;73;1;0;40
DG10;4;67;3;65;1;0;40
DG12;;;1;56;1;0;40
DG14;;;1;44;1;0;40
DG28;1;52;;;1;0;40
DG34;1;75;1;79;1;0;40
DG31;;;1;68;1;0;40
DG37;3;42;1;46;1;0;40
DG50;;;3;66;1;0;40
DG51;5;51;3;47;1;0;40
DG52;2;39;1;47;1;0;40
DG56;3;53;1;51;1;0;40
DG68;;;1;86;1;0;40
DG69;1;45;4;47;1;0;40
DG58;;;4;43;1;0;40
DG59;;;2;54;1;0;40
DG70;2;51;;;1;0;40
DG74;1;55;;;1;0;40
DG75;;;1;63;1;0;40
DG76;;;1;6;1;0;40
DG43;1;47;2;43;1;0;40
DG44;3;41;1;54;1;0;40
DG45;;;3;47;1;0;40
DG46;2;5;5;56;1;0;40
DG47;1;49;2;59;1;0;40
DG49;;;1;55;1;0;40
DG82;;;1;13;1;0;40
DG86;;;1;33;1;0;40
DG3;2;4;;;1;0;45
DG4;;;2;6;1;0;45
DG5;4;61;4;6;1;0;45
DG6;2;57;1;54;1;0;45
DG7;;;1;64;1;0;45
DG8;2;65;2;56;1;0;45
DG9;1;66;4;72;1;0;45
DG10;2;64;1;7;1;0;45
DG13;;;1;42;1;0;45
DG14;1;35;2;44;1;0;45
DG28;1;72;;;1;0;45
DG34;1;6;;;1;0;45
DG31;2;68;;;1;0;45
DG37;3;41;;;1;0;45
DG54;;;1;36;1;0;45
DG50;;;1;61;1;0;45
DG51;4;59;2;64;1;0;45
DG52;5;5;1;52;1;0;45
DG56;1;29;;;1;0;45
DG57;2;56;2;69;1;0;45
DG68;;;5;58;1;0;45
DG69;;;1;61;1;0;45
DG63;;;1;59;1;0;45
DG58;;;2;44;1;0;45
DG59;;;2;43;1;0;45
DG70;1;63;;;1;0;45
DG71;;;1;53;1;0;45
DG72;;;1;64;1;0;45
DG74;1;47;1;69;1;0;45
DG43;3;45;;;1;0;45
DG44;2;34;2;37;1;0;45
DG45;;;3;41;1;0;45
DG46;4;49;2;42;1;0;45
DG47;;;2;54;1;0;45
DG48;;;2;45;1;0;45
DG49;2;54;;;1;0;45
DG82;;;1;61;1;0;45
DG84;;;2;49;1;0;45
DG85;1;4;;;1;0;45
DG3;1;27;2;43;1;0;50
DG4;2;63;2;62;1;0;50
DG5;2;58;3;7;1;0;50
DG6;1;68;1;74;1;0;50
DG8;3;58;1;79;1;0;50
DG9;2;73;4;69;1;0;50
DG10;5;66;2;62;1;0;50
DG12;1;68;1;59;1;0;50
DG13;;;1;52;1;0;50
DG27;2;55;;;1;0;50
DG31;1;65;;;1;0;50
DG37;1;29;1;38;1;0;50
DG38;2;12;1;14;1;0;50
DG50;;;1;54;1;0;50
DG51;;;3;62;1;0;50
DG52;;;2;56;1;0;50
DG56;5;48;;;1;0;50
DG57;1;69;;;1;0;50
DG68;;;1;61;1;0;50
DG69;;;2;9;1;0;50
DG62;;;1;4;1;0;50
DG58;;;2;5;1;0;50
DG59;;;2;42;1;0;50
DG74;2;56;;;1;0;50
DG43;1;38;1;28;1;0;50
DG44;5;37;;;1;0;50
DG45;;;2;51;1;0;50
DG46;;;4;53;1;0;50
DG48;;;1;63;1;0;50
DG49;1;38;;;1;0;50
DG42;;;1;37;1;0;50
DG83;;;1;43;1;0;50
DG85;;;2;51;1;0;50
DG86;;;5;36;1;0;50
DG1;1;34;2;59;1;0;55
DG3;3;38;2;53;1;0;55
DG4;;;1;52;1;0;55
DG5;2;62;2;64;1;0;55
DG6;;;2;63;1;0;55
DG8;;;4;66;1;0;55
DG9;1;78;1;96;1;0;55
DG10;;;1;63;1;0;55
DG14;;;2;51;1;0;55
DG27;1;62;;;1;0;55
DG28;2;63;;;1;0;55
DG34;;;1;86;1;0;55
DG31;2;65;1;9;1;0;55
DG32;;;1;17;1;0;55
DG37;1;52;;;1;0;55
DG38;2;13;;;1;0;55
DG50;1;72;6;59;1;0;55
DG51;1;44;1;57;1;0;55
DG52;5;58;;;1;0;55
DG56;3;54;1;42;1;0;55
DG68;;;6;63;1;0;55
DG69;1;57;2;74;1;0;55
DG58;;;1;46;1;0;55
DG59;;;2;5;1;0;55
DG70;1;53;1;63;1;0;55
DG72;;;1;6;1;0;55
DG74;1;53;;;1;0;55
DG76;1;34;;;1;0;55
DG43;1;6;;;1;0;55
DG44;5;4;1;37;1;0;55
DG46;;;4;57;1;0;55
DG47;;;4;59;1;0;55
DG49;1;97;1;46;1;0;55
DG42;2;43;;;1;0;55
DG82;1;44;;;1;0;55
DG84;;;2;62;1;0;55
DG85;;;1;58;1;0;55
DG86;;;2;38;1;0;55
DG3;1;41;;;1;1;0
DG5;1;65;3;67;1;1;0
DG6;5;56;1;7;1;1;0
DG7;;;2;83;1;1;0
DG8;1;68;1;6;1;1;0
DG9;;;1;68;1;1;0
DG10;3;68;;;1;1;0
DG27;4;41;2;61;1;1;0
DG28;1;67;;;1;1;0
DG33;1;67;;;1;1;0
DG34;2;66;2;62;1;1;0
DG31;1;66;1;55;1;1;0
DG32;2;68;;;1;1;0
DG37;2;37;;;1;1;0
DG38;2;14;;;1;1;0
DG50;1;48;3;51;1;1;0
DG51;1;57;2;65;1;1;0
DG52;1;52;1;61;1;1;0
DG56;4;57;;;1;1;0
DG57;3;51;1;75;1;1;0
DG68;1;45;1;59;1;1;0
DG69;;;2;7;1;1;0
DG63;1;59;;;1;1;0
DG62;;;1;46;1;1;0
DG58;2;44;1;47;1;1;0
DG59;;;3;5;1;1;0
DG60;1;35;;;1;1;0
DG70;;;3;7;1;1;0
DG73;1;51;1;63;1;1;0
DG74;;;4;63;1;1;0
DG75;;;2;74;1;1;0
DG43;2;47;1;35;1;1;0
DG44;;;2;65;1;1;0
DG47;;;2;49;1;1;0
DG82;1;31;1;43;1;1;0
DG83;;;1;43;1;1;0
DG86;;;1;37;1;1;0
DG1;;;1;52;1;1;5
DG3;3;44;;;1;1;5
DG4;1;51;;;1;1;5
DG5;2;57;;;1;1;5
DG6;2;55;;;1;1;5
DG8;3;61;;;1;1;5
DG10;2;62;;;1;1;5
DG14;1;51;1;45;1;1;5
DG27;2;48;;;1;1;5
DG33;1;65;;;1;1;5
DG34;1;56;;;1;1;5
DG32;;;2;94;1;1;5
DG38;1;16;1;11;1;1;5
DG50;1;45;;;1;1;5
DG51;4;51;1;6;1;1;5
DG52;;;1;58;1;1;5
DG56;4;49;1;36;1;1;5
DG57;2;59;1;7;1;1;5
DG68;;;2;71;1;1;5
DG63;;;1;65;1;1;5
DG58;2;4;2;46;1;1;5
DG59;1;37;2;41;1;1;5
DG60;1;31;;;1;1;5
DG70;;;1;6;1;1;5
DG74;;;1;62;1;1;5
DG44;8;47;;;1;1;5
DG46;2;48;1;54;1;1;5
DG47;1;51;1;57;1;1;5
DG48;1;54;;;1;1;5
DG49;1;46;;;1;1;5
DG84;1;54;1;47;1;1;5
DG3;;;1;57;1;1;10
DG5;2;65;;;1;1;10
DG6;1;67;1;69;1;1;10
DG8;4;67;1;79;1;1;10
DG9;2;72;;;1;1;10
DG10;5;7;;;1;1;10
DG12;1;71;;;1;1;10
DG13;1;48;;;1;1;10
DG14;;;2;41;1;1;10
DG27;;;1;56;1;1;10
DG34;1;66;;;1;1;10
DG31;3;67;;;1;1;10
DG32;;;2;93;1;1;10
DG37;4;4;;;1;1;10
DG38;2;2;;;1;1;10
DG50;;;4;66;1;1;10
DG51;2;57;2;57;1;1;10
DG52;2;52;;;1;1;10
DG56;3;29;;;1;1;10
DG57;2;6;1;67;1;1;10
DG68;;;4;92;1;1;10
DG69;;;2;95;1;1;10
DG58;1;43;2;46;1;1;10
DG59;;;7;48;1;1;10
DG43;3;54;;;1;1;10
DG44;4;45;3;52;1;1;10
DG45;;;2;49;1;1;10
DG46;3;46;2;42;1;1;10
DG47;1;44;;;1;1;10
DG41;;;1;23;1;1;10
DG42;;;1;48;1;1;10
DG82;2;49;;;1;1;10
DG85;1;34;;;1;1;10
DG3;1;46;2;39;1;1;15
DG5;5;63;2;66;1;1;15
DG6;;;1;56;1;1;15
DG7;;;1;64;1;1;15
DG8;1;57;2;61;1;1;15
DG9;1;75;;;1;1;15
DG10;1;51;3;67;1;1;15
DG27;1;57;1;46;1;1;15
DG33;1;51;;;1;1;15
DG34;;;1;66;1;1;15
DG31;1;72;1;74;1;1;15
DG32;;;1;97;1;1;15
DG37;;;1;45;1;1;15
DG38;2;18;1;32;1;1;15
DG50;1;53;;;1;1;15
DG51;3;61;2;49;1;1;15
DG52;4;57;2;52;1;1;15
DG56;3;43;1;32;1;1;15
DG57;2;6;;;1;1;15
DG68;;;3;7;1;1;15
DG69;;;1;72;1;1;15
DG62;;;1;16;1;1;15
DG58;;;2;5;1;1;15
DG59;;;2;41;1;1;15
DG70;1;49;;;1;1;15
DG71;;;2;7;1;1;15
DG72;2;48;1;61;1;1;15
DG74;1;56;1;66;1;1;15
DG75;3;64;;;1;1;15
DG44;2;45;1;61;1;1;15
DG45;;;1;63;1;1;15
DG46;1;41;;;1;1;15
DG47;1;51;;;1;1;15
DG49;1;6;;;1;1;15
DG41;;;1;69;1;1;15
DG85;1;38;1;61;1;1;15
DG1;;;1;46;1;1;20
DG3;1;51;3;55;1;1;20
DG5;1;64;5;6;1;1;20
DG6;2;64;2;77;1;1;20
DG8;1;69;2;78;1;1;20
DG9;;;4;73;1;1;20
DG10;1;5;1;72;1;1;20
DG13;;;1;53;1;1;20
DG28;1;5;;;1;1;20
DG34;1;58;;;1;1;20
DG31;1;78;;;1;1;20
DG37;1;36;;;1;1;20
DG50;;;1;51;1;1;20
DG51;3;51;3;57;1;1;20
DG52;1;54;;;1;1;20
DG56;3;57;;;1;1;20
DG57;1;54;2;54;1;1;20
DG68;1;53;;;1;1;20
DG69;1;64;2;53;1;1;20
DG63;2;51;;;1;1;20
DG64;1;58;;;1;1;20
DG58;4;35;1;32;1;1;20
DG59;1;32;5;58;1;1;20
DG60;1;27;;;1;1;20
DG74;;;4;58;1;1;20
DG75;2;57;;;1;1;20
DG43;1;31;;;1;1;20
DG44;5;44;2;55;1;1;20
DG45;;;2;57;1;1;20
DG46;;;2;58;1;1;20
DG47;;;1;57;1;1;20
DG48;1;7;;;1;1;20
DG41;;;43;137;1;1;20
DG85;;;2;3;1;1;20
DG86;;;2;3;1;1;20
DG3;1;35;2;55;1;1;25
DG5;2;63;4;75;1;1;25
DG6;;;3;86;1;1;25
DG7;;;1;89;1;1;25
DG8;2;66;;;1;1;25
DG9;;;2;78;1;1;25
DG10;2;7;;;1;1;25
DG12;1;59;;;1;1;25
DG13;;;3;41;1;1;25
DG37;3;4;;;1;1;25
DG38;1;11;1;42;1;1;25
DG53;;;1;64;1;1;25
DG50;1;48;;;1;1;25
DG51;1;38;3;57;1;1;25
DG52;2;45;1;45;1;1;25
DG56;4;42;1;4;1;1;25
DG68;;;4;63;1;1;25
DG63;2;54;;;1;1;25
DG58;1;3;1;58;1;1;25
DG59;;;5;4;1;1;25
DG60;1;24;;;1;1;25
DG70;1;48;2;66;1;1;25
DG72;2;53;;;1;1;25
DG74;1;48;1;77;1;1;25
DG43;1;38;;;1;1;25
DG44;3;37;4;39;1;1;25
DG45;;;4;49;1;1;25
DG46;1;43;4;51;1;1;25
DG47;1;45;1;61;1;1;25
DG48;2;56;;;1;1;25
DG40;1;49;;;1;1;25
DG82;1;34;1;46;1;1;25
DG85;1;25;1;48;1;1;25
DG3;1;53;;;1;1;30
DG5;2;61;1;79;1;1;30
DG6;1;65;;;1;1;30
DG8;1;68;;;1;1;30
DG9;2;68;1;9;1;1;30
DG10;1;62;;;1;1;30
DG13;1;31;;;1;1;30
DG27;1;61;;;1;1;30
DG34;;;2;73;1;1;30
DG31;;;2;77;1;1;30
DG32;1;118;;;1;1;30
DG37;2;38;1;37;1;1;30
DG54;;;1;51;1;1;30
DG50;;;2;49;1;1;30
DG51;4;5;5;57;1;1;30
DG52;1;6;;;1;1;30
DG56;4;41;;;1;1;30
DG57;1;51;;;1;1;30
DG68;;;3;65;1;1;30
DG69;;;2;64;1;1;30
DG64;;;1;74;1;1;30
DG58;3;42;1;61;1;1;30
DG59;;;3;5;1;1;30
DG60;1;25;;;1;1;30
DG70;;;1;55;1;1;30
DG71;;;2;71;1;1;30
DG72;1;45;;;1;1;30
DG74;1;55;4;62;1;1;30
DG75;1;63;1;7;1;1;30
DG43;2;4;;;1;1;30
DG44;3;39;1;9;1;1;30
DG45;;;1;47;1;1;30
DG46;1;39;2;66;1;1;30
DG47;;;2;61;1;1;30
DG48;;;1;59;1;1;30
DG49;1;52;;;1;1;30
DG85;;;1;36;1;1;30
DG1;;;1;73;1;1;35
DG3;2;36;;;1;1;35
DG5;1;43;;;1;1;35
DG6;;;1;73;1;1;35
DG8;2;57;1;59;1;1;35
DG9;3;55;3;55;1;1;35
DG10;5;56;1;57;1;1;35
DG27;;;1;9;1;1;35
DG33;2;76;1;82;1;1;35
DG34;;;1;19;1;1;35
DG31;1;6;;;1;1;35
DG32;1;17;;;1;1;35
DG37;3;36;;;1;1;35
DG38;3;14;1;13;1;1;35
DG50;;;1;52;1;1;35
DG51;2;5;4;71;1;1;35
DG52;2;61;2;74;1;1;35
DG56;1;44;1;44;1;1;35
DG57;1;58;1;51;1;1;35
DG68;;;1;57;1;1;35
DG69;;;4;77;1;1;35
DG63;1;45;;;1;1;35
DG58;;;1;44;1;1;35
DG59;;;2;46;1;1;35
DG61;;;1;46;1;1;35
DG75;;;1;51;1;1;35
DG43;3;43;1;61;1;1;35
DG44;2;47;1;46;1;1;35
DG46;4;44;1;57;1;1;35
DG47;2;46;2;65;1;1;35
DG48;2;47;;;1;1;35
DG49;2;43;;;1;1;35
DG40;1;48;;;1;1;35
DG42;1;44;1;37;1;1;35
DG5;3;59;1;63;1;1;40
DG6;2;51;;;1;1;40
DG9;2;59;;;1;1;40
DG12;;;1;8;1;1;40
DG14;;;1;45;1;1;40
DG27;2;55;1;61;1;1;40
DG33;;;2;66;1;1;40
DG34;1;79;;;1;1;40
DG31;1;62;1;16;1;1;40
DG32;1;9;3;76;1;1;40
DG37;1;46;;;1;1;40
DG50;2;42;1;62;1;1;40
DG51;3;45;;;1;1;40
DG52;2;54;;;1;1;40
DG56;2;51;1;46;1;1;40
DG57;2;56;1;5;1;1;40
DG68;;;1;59;1;1;40
DG69;;;1;7;1;1;40
DG63;2;57;;;1;1;40
DG64;1;5;;;1;1;40
DG58;2;42;1;47;1;1;40
DG59;2;45;1;53;1;1;40
DG70;1;62;1;66;1;1;40
DG72;2;56;;;1;1;40
DG74;1;63;2;63;1;1;40
DG75;2;71;1;65;1;1;40
DG43;2;46;;;1;1;40
DG44;2;41;5;46;1;1;40
DG45;;;2;47;1;1;40
DG46;3;49;1;62;1;1;40
DG47;1;54;;;1;1;40
DG40;1;63;;;1;1;40
DG82;;;1;69;1;1;40
DG84;;;1;52;1;1;40
DG2;;;1;4;1;1;45
DG3;2;37;1;5;1;1;45
DG4;;;2;53;1;1;45
DG5;1;7;3;57;1;1;45
DG6;1;59;1;95;1;1;45
DG7;1;72;;;1;1;45
DG8;;;2;65;1;1;45
DG9;2;72;1;58;1;1;45
DG10;;;5;6;1;1;45
DG13;1;32;;;1;1;45
DG27;1;62;;;1;1;45
DG28;2;8;;;1;1;45
DG33;2;66;;;1;1;45
DG34;1;58;;;1;1;45
DG31;1;95;;;1;1;45
DG32;2;93;1;83;1;1;45
DG37;4;38;;;1;1;45
DG38;3;15;;;1;1;45
DG54;;;2;6;1;1;45
DG50;1;42;3;65;1;1;45
DG51;;;1;67;1;1;45
DG52;3;58;;;1;1;45
DG56;4;39;;;1;1;45
DG57;1;53;;;1;1;45
DG68;;;2;72;1;1;45
DG69;;;1;75;1;1;45
DG58;;;1;35;1;1;45
DG59;;;2;54;1;1;45
DG74;2;51;;;1;1;45
DG75;;;1;5;1;1;45
DG44;2;45;;;1;1;45
DG46;;;2;65;1;1;45
DG48;1;54;;;1;1;45
DG49;1;5;;;1;1;45
DG41;2;55;;;1;1;45
DG85;1;22;1;5;1;1;45
DG86;;;1;51;1;1;45
DG1;2;36;;;1;1;50
DG3;1;34;1;53;1;1;50
DG4;;;1;45;1;1;50
DG5;3;61;1;52;1;1;50
DG6;1;49;;;1;1;50
DG8;2;54;1;53;1;1;50
DG9;1;67;1;74;1;1;50
DG10;3;62;1;69;1;1;50
DG12;1;48;;;1;1;50
DG27;4;51;;;1;1;50
DG28;2;55;1;6;1;1;50
DG33;;;1;1;1;1;50
DG34;1;59;;;1;1;50
DG31;2;6;1;68;1;1;50
DG32;4;97;;;1;1;50
DG37;2;47;;;1;1;50
DG53;1;54;;;1;1;50
DG54;1;53;1;54;1;1;50
DG50;1;72;2;62;1;1;50
DG51;1;79;1;66;1;1;50
DG52;;;1;77;1;1;50
DG56;1;55;;;1;1;50
DG57;1;53;;;1;1;50
DG68;;;2;54;1;1;50
DG69;;;1;6;1;1;50
DG58;3;35;;;1;1;50
DG75;1;7;;;1;1;50
DG43;2;57;;;1;1;50
DG44;;;3;44;1;1;50
DG45;1;53;2;47;1;1;50
DG46;1;65;1;58;1;1;50
DG82;1;36;;;1;1;50
DG1;;;1;56;1;1;55
DG3;1;25;2;4;1;1;55
DG4;;;1;68;1;1;55
