Spur;Lkw;Lkw_avgSpeed;Pkw;Pkw_avgSpeed;Day_of_week;Hour;Minute
DG50;17;39;46;32;1;12;35
DG51;12;42;44;46;1;12;35
DG52;11;53;17;59;1;12;35
DG56;11;33;4;29;1;12;35
DG57;6;48;6;39;1;12;35
DG68;2;49;56;64;1;12;35
DG69;4;42;47;64;1;12;35
DG63;5;52;16;56;1;12;35
DG64;4;54;4;61;1;12;35
DG62;5;35;2;55;1;12;35
DG58;8;29;16;43;1;12;35
DG59;;;4;41;1;12;35
DG60;4;29;5;38;1;12;35
DG61;3;31;8;18;1;12;35
DG70;5;5;8;53;1;12;35
DG71;;;4;73;1;12;35
DG72;7;51;15;55;1;12;35
DG73;;;8;68;1;12;35
DG74;3;54;1;62;1;12;35
DG75;14;55;25;54;1;12;35
DG76;;;9;52;1;12;35
DG43;6;4;3;57;1;12;35
DG44;11;43;2;31;1;12;35
DG45;;;24;49;1;12;35
DG46;13;45;25;5;1;12;35
DG47;16;49;17;62;1;12;35
DG48;1;51;7;62;1;12;35
DG49;12;44;2;65;1;12;35
DG40;2;55;3;39;1;12;35
DG41;3;45;1;46;1;12;35
DG42;14;41;7;43;1;12;35
DG82;9;35;18;37;1;12;35
DG83;1;4;6;49;1;12;35
DG84;1;33;3;59;1;12;35
DG85;4;45;7;49;1;12;35
DG86;1;34;1;44;1;12;35
DG1;7;41;6;51;1;12;40
DG2;;;13;62;1;12;40
DG3;21;31;28;41;1;12;40
DG4;9;55;6;63;1;12;40
DG5;12;52;22;58;1;12;40
DG6;18;49;17;52;1;12;40
DG7;4;52;29;59;1;12;40
DG8;16;44;1;55;1;12;40
DG9;5;63;12;65;1;12;40
DG10;1;45;12;65;1;12;40
DG12;6;55;6;58;1;12;40
DG13;7;33;3;44;1;12;40
DG14;2;4;9;38;1;12;40
DG27;6;53;12;53;1;12;40
DG28;8;51;5;55;1;12;40
DG33;9;59;12;51;1;12;40
DG34;1;62;14;63;1;12;40
DG31;1;67;11;64;1;12;40
DG32;6;97;14;71;1;12;40
DG37;27;33;1;35;1;12;40
DG38;14;16;3;17;1;12;40
DG53;1;45;2;38;1;12;40
DG54;7;47;1;59;1;12;40
DG50;14;36;51;39;1;12;40
DG51;19;39;29;46;1;12;40
DG52;13;43;15;57;1;12;40
DG56;14;22;3;25;1;12;40
DG57;8;38;8;49;1;12;40
DG68;9;52;57;54;1;12;40
DG69;5;53;55;63;1;12;40
DG63;1;46;19;55;1;12;40
DG64;;;3;64;1;12;40
DG62;3;44;2;45;1;12;40
DG58;5;39;21;44;1;12;40
DG59;5;32;35;38;1;12;40
DG60;4;26;3;26;1;12;40
DG61;3;36;6;37;1;12;40
DG70;1;5;13;62;1;12;40
DG71;;;4;74;1;12;40
DG72;4;52;14;6;1;12;40
DG73;;;5;68;1;12;40
DG74;4;46;13;54;1;12;40
DG75;5;61;2;62;1;12;40
DG76;1;46;8;48;1;12;40
DG43;5;39;1;45;1;12;40
DG44;29;29;3;37;1;12;40
DG45;3;42;4;43;1;12;40
DG46;23;44;13;48;1;12;40
DG47;9;51;18;55;1;12;40
DG48;1;53;15;65;1;12;40
DG49;17;47;5;52;1;12;40
DG40;1;57;1;5;1;12;40
DG41;2;41;6;54;1;12;40
DG42;2;37;9;44;1;12;40
DG82;15;34;17;4;1;12;40
DG83;;;6;42;1;12;40
DG84;1;5;4;5;1;12;40
DG85;3;37;7;46;1;12;40
DG86;2;34;4;36;1;12;40
DG1;4;46;18;55;1;12;45
DG2;;;5;67;1;12;45
DG3;19;23;21;26;1;12;45
DG4;4;48;9;63;1;12;45
DG5;16;51;12;59;1;12;45
DG6;24;48;17;54;1;12;45
DG7;2;58;26;61;1;12;45
DG8;12;53;1;53;1;12;45
DG9;7;53;16;62;1;12;45
DG10;15;53;13;64;1;12;45
DG12;2;46;3;57;1;12;45
DG13;3;35;7;34;1;12;45
DG14;1;3;7;43;1;12;45
DG27;1;52;1;57;1;12;45
DG28;7;57;9;58;1;12;45
DG33;9;63;6;63;1;12;45
DG34;7;59;15;64;1;12;45
DG31;8;64;18;64;1;12;45
DG32;11;67;14;52;1;12;45
DG37;15;39;11;37;1;12;45
DG38;14;18;8;17;1;12;45
DG39;1;17;;;1;12;45
DG53;6;49;;;1;12;45
DG54;7;46;5;46;1;12;45
DG50;11;35;52;39;1;12;45
DG51;18;5;27;41;1;12;45
DG52;11;54;21;58;1;12;45
DG56;1;37;3;26;1;12;45
DG57;6;4;3;45;1;12;45
DG68;2;58;48;58;1;12;45
DG69;2;55;38;58;1;12;45
DG63;7;52;11;61;1;12;45
DG64;3;66;4;61;1;12;45
DG62;1;3;2;53;1;12;45
DG58;6;45;18;35;1;12;45
DG59;4;17;3;35;1;12;45
DG60;4;33;4;32;1;12;45
DG61;3;2;1;24;1;12;45
DG70;3;56;6;57;1;12;45
DG71;;;5;65;1;12;45
DG72;4;46;12;58;1;12;45
DG73;;;5;64;1;12;45
DG74;6;52;12;58;1;12;45
DG75;1;54;22;55;1;12;45
DG76;1;38;8;43;1;12;45
DG43;1;4;;;1;12;45
DG44;24;3;3;23;1;12;45
DG45;1;28;5;4;1;12;45
DG46;19;45;15;47;1;12;45
DG47;14;49;25;55;1;12;45
DG48;1;46;15;57;1;12;45
DG49;8;46;1;57;1;12;45
DG40;2;47;;;1;12;45
DG41;4;46;2;53;1;12;45
DG42;9;38;8;39;1;12;45
DG82;5;37;13;43;1;12;45
DG83;;;2;41;1;12;45
DG84;;;6;59;1;12;45
DG85;7;37;9;45;1;12;45
DG86;;;8;39;1;12;45
DG1;5;44;5;52;1;12;50
DG2;;;5;55;1;12;50
DG3;18;27;15;3;1;12;50
DG4;5;55;16;68;1;12;50
DG5;1;58;22;64;1;12;50
DG6;2;45;13;55;1;12;50
DG7;3;44;21;57;1;12;50
DG8;17;51;12;58;1;12;50
DG9;3;47;24;64;1;12;50
DG10;23;49;8;64;1;12;50
DG12;4;51;6;58;1;12;50
DG13;3;4;7;42;1;12;50
DG14;3;37;9;45;1;12;50
DG27;12;53;8;58;1;12;50
DG28;4;54;8;62;1;12;50
DG33;11;56;18;62;1;12;50
DG34;9;59;13;67;1;12;50
DG31;13;6;11;61;1;12;50
DG32;5;95;16;75;1;12;50
DG37;14;3;8;32;1;12;50
DG38;14;18;7;17;1;12;50
DG39;;;1;6;1;12;50
DG53;6;41;3;53;1;12;50
DG54;7;42;6;4;1;12;50
DG50;13;39;35;46;1;12;50
DG51;12;47;19;54;1;12;50
DG52;14;47;7;49;1;12;50
DG56;11;43;4;43;1;12;50
DG57;4;4;5;47;1;12;50
DG68;3;59;51;58;1;12;50
DG69;2;52;36;57;1;12;50
DG63;9;49;14;57;1;12;50
DG64;1;46;3;55;1;12;50
DG62;3;37;;;1;12;50
DG58;15;36;14;37;1;12;50
DG59;6;67;38;41;1;12;50
DG60;9;29;;;1;12;50
DG70;6;56;1;64;1;12;50
DG71;1;41;7;65;1;12;50
DG72;5;48;11;58;1;12;50
DG73;;;4;67;1;12;50
DG74;4;55;17;57;1;12;50
DG75;6;55;14;59;1;12;50
DG76;1;46;7;47;1;12;50
DG43;1;38;;;1;12;50
DG44;22;32;1;26;1;12;50
DG45;;;38;4;1;12;50
DG46;13;45;14;53;1;12;50
DG47;16;49;18;54;1;12;50
DG48;;;7;58;1;12;50
DG49;11;42;5;52;1;12;50
DG40;1;57;3;12;1;12;50
DG41;1;48;2;53;1;12;50
DG42;12;38;6;42;1;12;50
DG82;5;31;15;38;1;12;50
DG83;;;2;47;1;12;50
DG84;1;44;4;55;1;12;50
DG85;2;41;9;51;1;12;50
DG86;2;38;4;36;1;12;50
DG1;5;51;15;56;1;12;55
DG2;;;8;6;1;12;55
DG3;18;25;26;26;1;12;55
DG4;5;58;1;58;1;12;55
DG5;21;48;28;57;1;12;55
DG6;27;38;7;45;1;12;55
DG7;3;58;33;52;1;12;55
DG8;2;51;11;57;1;12;55
DG9;7;61;33;63;1;12;55
DG10;19;47;12;58;1;12;55
DG12;5;53;5;6;1;12;55
DG13;4;36;4;37;1;12;55
DG14;2;34;11;38;1;12;55
DG27;9;51;9;58;1;12;55
DG28;8;64;9;64;1;12;55
DG33;5;63;9;68;1;12;55
DG34;11;61;13;67;1;12;55
DG31;;;7;52;1;12;55
DG32;9;74;13;63;1;12;55
DG37;2;28;3;3;1;12;55
DG38;12;17;6;2;1;12;55
DG53;1;39;1;41;1;12;55
DG54;4;49;3;5;1;12;55
DG50;19;43;42;42;1;12;55
DG51;18;42;26;52;1;12;55
DG52;14;48;8;49;1;12;55
DG56;9;35;6;38;1;12;55
DG57;6;36;7;47;1;12;55
DG68;5;5;31;57;1;12;55
DG69;7;6;26;6;1;12;55
DG63;8;48;8;61;1;12;55
DG64;3;48;;;1;12;55
DG62;2;33;2;43;1;12;55
DG58;9;39;12;44;1;12;55
DG59;5;38;34;39;1;12;55
DG60;4;31;1;26;1;12;55
DG61;1;33;1;32;1;12;55
DG70;5;53;17;62;1;12;55
DG71;;;3;63;1;12;55
DG72;3;47;6;56;1;12;55
DG73;;;1;76;1;12;55
DG74;5;55;22;57;1;12;55
DG75;7;57;8;59;1;12;55
DG76;;;8;47;1;12;55
DG43;4;38;2;91;1;12;55
DG44;21;33;4;26;1;12;55
DG45;6;26;33;31;1;12;55
DG46;17;44;14;5;1;12;55
DG47;13;5;11;57;1;12;55
DG48;2;51;1;58;1;12;55
DG49;8;49;2;6;1;12;55
DG40;3;5;3;23;1;12;55
DG41;1;59;;;1;12;55
DG42;23;33;9;37;1;12;55
DG82;1;37;13;4;1;12;55
DG83;1;3;1;51;1;12;55
DG84;1;42;4;48;1;12;55
DG85;5;39;9;47;1;12;55
DG86;;;1;32;1;12;55
DG1;1;39;14;52;1;13;0
DG2;1;6;8;61;1;13;0
DG3;11;36;32;37;1;13;0
DG4;4;55;14;6;1;13;0
DG5;22;54;26;6;1;13;0
DG6;18;5;14;59;1;13;0
DG7;2;68;3;58;1;13;0
DG8;2;49;14;54;1;13;0
DG9;4;54;22;62;1;13;0
DG10;22;5;12;62;1;13;0
DG12;3;53;9;59;1;13;0
DG13;7;32;2;44;1;13;0
DG14;4;36;9;4;1;13;0
DG27;5;54;9;65;1;13;0
DG28;5;61;7;56;1;13;0
DG33;1;6;12;61;1;13;0
DG34;7;6;9;6;1;13;0
DG31;1;4;5;48;1;13;0
DG32;13;64;5;64;1;13;0
DG37;19;35;5;41;1;13;0
DG38;14;17;3;18;1;13;0
DG53;2;46;4;53;1;13;0
DG54;5;47;5;52;1;13;0
DG50;16;4;44;42;1;13;0
DG51;14;39;29;55;1;13;0
DG52;14;52;7;55;1;13;0
DG56;1;32;3;31;1;13;0
DG57;14;38;5;3;1;13;0
DG68;1;39;35;55;1;13;0
DG69;5;54;24;56;1;13;0
DG63;9;51;5;58;1;13;0
DG64;;;6;65;1;13;0
DG62;;;1;43;1;13;0
DG58;1;31;9;38;1;13;0
DG59;7;22;33;33;1;13;0
DG60;4;26;1;39;1;13;0
DG61;3;23;5;24;1;13;0
DG70;3;52;11;65;1;13;0
DG71;1;49;1;76;1;13;0
DG72;5;51;6;61;1;13;0
DG73;;;4;61;1;13;0
DG74;9;48;18;55;1;13;0
DG75;6;56;12;6;1;13;0
DG76;1;44;13;45;1;13;0
DG43;3;46;1;42;1;13;0
DG44;19;32;5;33;1;13;0
DG45;4;18;27;42;1;13;0
DG46;15;41;16;51;1;13;0
DG47;7;49;15;58;1;13;0
DG48;2;43;9;63;1;13;0
DG49;12;45;3;57;1;13;0
DG40;2;46;2;9;1;13;0
DG41;2;41;3;52;1;13;0
DG42;14;41;5;46;1;13;0
DG82;9;33;15;41;1;13;0
DG83;;;1;51;1;13;0
DG84;1;37;6;52;1;13;0
DG85;7;34;4;51;1;13;0
DG86;2;27;4;35;1;13;0
DG1;9;43;7;54;1;13;5
DG2;;;6;59;1;13;5
DG3;18;39;33;45;1;13;5
DG4;5;5;11;55;1;13;5
DG5;26;5;32;55;1;13;5
DG6;2;41;18;43;1;13;5
DG7;;;34;62;1;13;5
DG8;23;5;13;61;1;13;5
DG9;7;5;26;6;1;13;5
DG10;13;48;1;61;1;13;5
DG12;2;52;1;5;1;13;5
DG13;9;32;1;27;1;13;5
DG14;2;35;8;39;1;13;5
DG27;5;56;12;63;1;13;5
DG28;8;61;8;62;1;13;5
DG33;7;61;9;62;1;13;5
DG34;6;63;18;68;1;13;5
DG31;;;1;6;1;13;5
DG32;7;67;14;7;1;13;5
DG37;14;34;8;39;1;13;5
DG38;11;17;7;21;1;13;5
DG39;;;1;7;1;13;5
DG53;2;44;2;59;1;13;5
DG54;6;44;5;52;1;13;5
DG50;14;5;41;51;1;13;5
DG51;16;49;22;55;1;13;5
DG52;7;51;8;59;1;13;5
DG56;11;16;4;1;1;13;5
DG57;9;41;11;47;1;13;5
DG68;4;48;48;59;1;13;5
DG69;7;56;33;61;1;13;5
DG63;5;5;1;57;1;13;5
DG64;;;5;61;1;13;5
DG62;1;43;2;4;1;13;5
DG58;9;38;15;26;1;13;5
DG59;2;34;46;35;1;13;5
DG60;5;3;1;34;1;13;5
DG61;1;27;6;31;1;13;5
DG70;4;52;12;54;1;13;5
DG71;;;5;74;1;13;5
DG72;4;51;1;6;1;13;5
DG73;;;5;68;1;13;5
DG74;6;5;9;61;1;13;5
DG75;9;61;17;59;1;13;5
DG76;2;42;12;47;1;13;5
DG43;2;4;4;41;1;13;5
DG44;25;31;6;27;1;13;5
DG45;2;36;38;45;1;13;5
DG46;18;42;14;5;1;13;5
DG47;7;47;14;54;1;13;5
DG48;2;5;13;55;1;13;5
DG49;7;43;5;59;1;13;5
DG40;1;56;3;79;1;13;5
DG41;2;47;3;46;1;13;5
DG42;13;36;5;44;1;13;5
DG82;11;24;12;3;1;13;5
DG83;;;3;55;1;13;5
DG84;;;7;52;1;13;5
DG85;9;38;3;44;1;13;5
DG86;1;4;5;38;1;13;5
DG1;4;42;6;5;1;13;10
DG2;;;7;58;1;13;10
DG3;17;33;2;39;1;13;10
DG4;5;49;1;55;1;13;10
DG5;14;5;27;56;1;13;10
DG6;21;43;11;51;1;13;10
DG7;2;57;3;6;1;13;10
DG8;18;56;14;54;1;13;10
DG9;1;4;19;62;1;13;10
DG10;12;49;1;62;1;13;10
DG12;4;57;7;57;1;13;10
DG13;4;35;2;29;1;13;10
DG14;1;32;8;39;1;13;10
DG27;13;51;17;58;1;13;10
DG28;11;55;9;61;1;13;10
DG33;7;58;14;6;1;13;10
DG34;9;63;14;62;1;13;10
DG31;3;7;1;62;1;13;10
DG32;5;63;14;67;1;13;10
DG37;13;31;15;34;1;13;10
DG38;1;17;2;16;1;13;10
DG53;2;61;5;48;1;13;10
DG54;8;36;4;47;1;13;10
DG50;21;4;47;36;1;13;10
DG51;9;46;31;46;1;13;10
DG52;1;47;11;56;1;13;10
DG56;11;42;3;53;1;13;10
DG57;6;41;2;44;1;13;10
DG68;3;58;3;57;1;13;10
DG69;9;55;22;58;1;13;10
DG63;8;51;18;58;1;13;10
DG64;;;6;58;1;13;10
DG62;2;38;1;59;1;13;10
DG58;1;33;2;26;1;13;10
DG59;6;26;48;35;1;13;10
DG60;2;28;2;37;1;13;10
DG61;2;26;5;36;1;13;10
DG70;3;52;7;57;1;13;10
DG71;;;3;61;1;13;10
DG72;5;52;14;54;1;13;10
DG73;;;12;63;1;13;10
DG74;4;54;13;54;1;13;10
DG75;6;56;32;61;1;13;10
DG76;;;17;42;1;13;10
DG43;9;35;;;1;13;10
DG44;22;29;4;24;1;13;10
DG45;1;42;41;39;1;13;10
DG46;21;38;15;47;1;13;10
DG47;11;48;33;55;1;13;10
DG48;2;47;22;57;1;13;10
DG49;8;47;6;48;1;13;10
DG40;2;53;9;39;1;13;10
DG41;2;36;3;41;1;13;10
DG42;11;4;1;42;1;13;10
DG82;11;3;14;32;1;13;10
DG83;1;29;;;1;13;10
DG84;1;27;4;48;1;13;10
DG85;8;36;4;39;1;13;10
DG86;3;32;3;37;1;13;10
DG1;7;46;12;47;1;13;15
DG2;;;11;49;1;13;15
DG3;15;28;26;3;1;13;15
DG4;4;49;11;61;1;13;15
DG5;19;5;26;56;1;13;15
DG6;18;4;5;53;1;13;15
DG7;1;41;21;5;1;13;15
DG8;24;42;11;45;1;13;15
DG9;8;5;34;54;1;13;15
DG10;24;47;18;5;1;13;15
DG12;6;5;5;57;1;13;15
DG13;8;35;5;39;1;13;15
DG14;2;29;13;4;1;13;15
DG27;7;59;8;6;1;13;15
DG28;11;58;8;6;1;13;15
DG33;8;6;9;62;1;13;15
DG34;5;65;16;55;1;13;15
DG31;8;67;12;67;1;13;15
DG32;12;61;18;66;1;13;15
DG37;16;36;1;34;1;13;15
DG38;9;16;3;21;1;13;15
DG39;;;1;19;1;13;15
DG53;3;42;4;52;1;13;15
DG54;1;43;3;46;1;13;15
DG50;17;4;49;37;1;13;15
DG51;13;44;36;46;1;13;15
DG52;11;42;13;6;1;13;15
DG56;17;39;3;52;1;13;15
DG57;8;37;6;37;1;13;15
DG68;4;49;46;53;1;13;15
DG69;6;47;33;56;1;13;15
DG63;5;5;11;56;1;13;15
DG64;;;9;66;1;13;15
DG62;4;39;3;4;1;13;15
DG58;8;44;16;42;1;13;15
DG59;1;27;42;4;1;13;15
DG60;4;24;5;31;1;13;15
DG61;2;18;4;31;1;13;15
DG70;6;56;5;58;1;13;15
DG71;2;39;9;69;1;13;15
DG72;3;56;14;59;1;13;15
DG73;;;5;73;1;13;15
DG74;4;51;18;57;1;13;15
DG75;8;5;24;57;1;13;15
DG76;;;19;49;1;13;15
DG43;1;42;2;44;1;13;15
DG44;2;23;8;18;1;13;15
DG45;2;34;48;35;1;13;15
DG46;18;44;24;49;1;13;15
DG47;11;53;23;58;1;13;15
DG48;1;57;1;58;1;13;15
DG49;3;48;7;56;1;13;15
DG40;1;48;4;51;1;13;15
DG41;2;49;6;12;1;13;15
DG42;13;39;1;45;1;13;15
DG82;6;38;12;45;1;13;15
DG83;;;1;41;1;13;15
DG84;2;48;9;5;1;13;15
DG85;8;39;13;45;1;13;15
DG86;;;7;39;1;13;15
DG1;6;51;8;5;1;13;20
DG2;;;1;64;1;13;20
DG3;2;27;26;34;1;13;20
DG4;1;55;2;62;1;13;20
DG5;23;5;42;54;1;13;20
DG6;26;46;15;54;1;13;20
DG7;3;69;45;59;1;13;20
DG8;28;48;12;46;1;13;20
DG9;5;48;45;54;1;13;20
DG10;26;5;1;56;1;13;20
DG12;6;58;6;53;1;13;20
DG13;8;31;4;39;1;13;20
DG14;3;34;12;4;1;13;20
DG27;12;54;12;56;1;13;20
DG28;5;58;7;64;1;13;20
DG33;11;55;15;59;1;13;20
DG34;8;63;1;62;1;13;20
DG31;8;6;14;67;1;13;20
DG32;12;61;1;69;1;13;20
DG37;11;37;9;47;1;13;20
DG38;9;17;2;17;1;13;20
DG53;3;43;2;49;1;13;20
DG54;4;41;2;46;1;13;20
DG50;1;39;56;5;1;13;20
DG51;16;55;28;57;1;13;20
DG52;8;59;9;58;1;13;20
DG56;12;29;2;29;1;13;20
DG57;9;43;4;49;1;13;20
DG68;2;56;45;56;1;13;20
DG69;1;45;28;59;1;13;20
DG63;8;49;14;61;1;13;20
DG64;2;54;5;68;1;13;20
DG62;1;29;;;1;13;20
DG58;6;4;19;38;1;13;20
DG59;3;29;59;34;1;13;20
DG60;5;25;3;35;1;13;20
DG61;;;6;35;1;13;20
DG70;1;52;12;61;1;13;20
DG71;;;1;64;1;13;20
DG72;3;51;13;62;1;13;20
DG73;;;9;66;1;13;20
DG74;15;53;15;58;1;13;20
DG75;9;57;28;59;1;13;20
DG76;1;48;1;44;1;13;20
DG43;9;39;;;1;13;20
DG44;19;38;2;38;1;13;20
DG45;;;29;43;1;13;20
DG46;17;43;15;49;1;13;20
DG47;1;53;24;57;1;13;20
DG48;1;6;12;59;1;13;20
DG49;6;46;3;58;1;13;20
DG40;;;4;51;1;13;20
DG41;;;3;117;1;13;20
DG42;12;41;8;46;1;13;20
DG82;9;35;16;41;1;13;20
DG83;;;3;47;1;13;20
DG84;;;11;51;1;13;20
DG85;1;36;3;49;1;13;20
DG86;1;24;5;38;1;13;20
DG1;5;42;17;52;1;13;25
DG2;;;4;58;1;13;25
DG3;12;37;25;42;1;13;25
DG4;8;52;14;55;1;13;25
DG5;25;5;32;5;1;13;25
DG6;16;37;12;48;1;13;25
DG7;4;54;24;54;1;13;25
DG8;18;55;15;6;1;13;25
DG9;7;59;29;64;1;13;25
DG10;17;49;9;56;1;13;25
DG12;6;52;8;54;1;13;25
DG13;8;34;1;42;1;13;25
DG14;1;34;13;44;1;13;25
DG27;1;49;12;52;1;13;25
DG28;9;54;1;51;1;13;25
DG33;8;67;3;66;1;13;25
DG34;3;6;8;65;1;13;25
DG31;16;63;12;62;1;13;25
DG32;15;65;14;6;1;13;25
DG37;16;34;11;35;1;13;25
DG38;13;18;2;2;1;13;25
DG53;2;37;4;55;1;13;25
DG54;9;47;11;47;1;13;25
DG50;8;48;35;49;1;13;25
DG51;11;52;14;58;1;13;25
DG52;8;55;1;59;1;13;25
DG56;15;37;6;41;1;13;25
DG57;12;44;4;46;1;13;25
DG68;3;44;31;53;1;13;25
DG69;5;61;27;6;1;13;25
DG63;9;51;22;56;1;13;25
DG64;;;9;6;1;13;25
DG62;4;38;3;39;1;13;25
DG58;8;28;28;33;1;13;25
DG59;1;27;54;36;1;13;25
DG60;5;27;3;31;1;13;25
DG61;3;36;8;37;1;13;25
DG70;4;54;13;64;1;13;25
DG71;;;6;66;1;13;25
DG72;5;51;15;57;1;13;25
DG73;;;11;65;1;13;25
DG74;8;49;22;57;1;13;25
DG75;5;58;27;62;1;13;25
DG76;2;42;15;45;1;13;25
DG43;6;34;3;47;1;13;25
DG44;18;24;5;18;1;13;25
DG45;3;33;45;4;1;13;25
DG46;18;44;12;54;1;13;25
DG47;6;52;15;66;1;13;25
DG48;1;51;9;62;1;13;25
DG49;7;39;3;51;1;13;25
DG40;1;57;3;83;1;13;25
DG41;1;48;3;76;1;13;25
DG42;15;33;13;41;1;13;25
DG82;13;34;11;36;1;13;25
DG83;2;35;3;43;1;13;25
DG84;1;38;9;47;1;13;25
DG85;13;37;11;46;1;13;25
DG86;1;37;5;37;1;13;25
DG1;;;12;56;1;13;30
DG2;;;8;54;1;13;30
DG3;19;37;26;45;1;13;30
DG4;7;5;13;55;1;13;30
DG5;21;53;36;57;1;13;30
DG6;19;37;8;32;1;13;30
DG7;1;5;28;6;1;13;30
DG8;27;43;1;49;1;13;30
DG9;6;51;37;57;1;13;30
DG10;32;49;9;61;1;13;30
DG12;3;56;12;61;1;13;30
DG13;6;26;1;27;1;13;30
DG14;1;11;15;21;1;13;30
DG27;12;47;1;54;1;13;30
DG28;16;5;8;53;1;13;30
DG33;11;57;13;54;1;13;30
DG34;11;58;1;58;1;13;30
DG31;6;65;14;62;1;13;30
DG32;17;57;18;62;1;13;30
DG37;22;33;1;34;1;13;30
DG38;7;18;7;2;1;13;30
DG53;2;49;1;43;1;13;30
DG54;5;54;9;54;1;13;30
DG55;;;1;4;1;13;30
DG50;14;35;54;38;1;13;30
DG51;18;42;27;56;1;13;30
DG52;8;55;12;61;1;13;30
DG56;12;3;1;26;1;13;30
DG57;13;35;6;32;1;13;30
DG68;3;57;34;59;1;13;30
DG69;3;57;25;65;1;13;30
DG63;3;45;17;54;1;13;30
DG64;3;55;7;66;1;13;30
DG62;2;32;;;1;13;30
DG58;11;3;13;5;1;13;30
DG59;6;39;51;38;1;13;30
DG60;3;3;4;29;1;13;30
DG61;2;21;1;29;1;13;30
DG70;6;49;16;62;1;13;30
DG71;;;3;69;1;13;30
DG72;2;56;16;57;1;13;30
DG73;;;6;66;1;13;30
DG74;9;48;16;55;1;13;30
DG75;7;54;25;53;1;13;30
DG76;3;35;15;39;1;13;30
DG43;4;43;;;1;13;30
DG44;21;36;7;42;1;13;30
DG45;1;36;45;45;1;13;30
DG46;18;45;24;49;1;13;30
DG47;7;48;3;57;1;13;30
DG48;5;51;19;57;1;13;30
DG49;9;46;7;53;1;13;30
DG40;2;41;5;12;1;13;30
DG41;4;47;3;51;1;13;30
DG42;14;4;7;46;1;13;30
DG82;1;3;2;43;1;13;30
DG83;1;43;2;31;1;13;30
DG84;;;17;53;1;13;30
DG85;9;38;1;44;1;13;30
DG86;1;3;11;38;1;13;30
DG1;2;52;11;53;1;13;35
DG2;;;5;55;1;13;35
DG3;28;37;34;39;1;13;35
DG4;4;65;19;58;1;13;35
DG5;14;47;28;59;1;13;35
DG6;17;4;21;48;1;13;35
DG7;3;52;34;59;1;13;35
DG8;2;48;12;49;1;13;35
DG9;3;45;51;49;1;13;35
DG10;16;48;16;57;1;13;35
DG12;5;46;9;49;1;13;35
DG13;8;28;7;2;1;13;35
DG14;;;5;22;1;13;35
DG27;7;53;7;61;1;13;35
DG28;9;59;4;63;1;13;35
DG33;9;63;3;6;1;13;35
DG34;1;64;19;6;1;13;35
DG31;8;73;13;68;1;13;35
DG32;9;63;11;63;1;13;35
DG37;15;34;9;43;1;13;35
DG38;11;19;7;2;1;13;35
DG53;3;43;6;51;1;13;35
DG54;6;46;21;5;1;13;35
DG50;11;44;61;43;1;13;35
DG51;14;48;27;52;1;13;35
DG52;14;46;21;61;1;13;35
DG56;13;35;6;45;1;13;35
DG57;15;37;8;51;1;13;35
DG68;4;57;47;58;1;13;35
DG69;2;54;3;66;1;13;35
DG63;7;53;15;56;1;13;35
DG64;1;49;7;64;1;13;35
DG62;2;42;;;1;13;35
DG58;1;28;36;36;1;13;35
DG59;5;36;59;36;1;13;35
DG60;4;31;2;33;1;13;35
DG61;2;23;6;33;1;13;35
DG70;4;56;11;67;1;13;35
DG71;1;62;7;63;1;13;35
DG72;3;52;21;56;1;13;35
DG73;;;5;7;1;13;35
DG74;5;52;24;55;1;13;35
DG75;5;51;17;58;1;13;35
DG76;1;4;13;44;1;13;35
DG43;8;4;2;45;1;13;35
DG44;25;29;7;25;1;13;35
DG45;4;35;56;37;1;13;35
DG46;16;43;22;46;1;13;35
DG47;8;48;28;58;1;13;35
DG48;2;39;22;57;1;13;35
DG49;1;43;7;54;1;13;35
DG40;1;54;16;62;1;13;35
DG41;3;5;4;44;1;13;35
DG42;1;4;11;5;1;13;35
DG82;7;36;13;35;1;13;35
DG83;;;1;42;1;13;35
DG84;1;55;15;51;1;13;35
DG85;8;37;16;44;1;13;35
DG86;1;3;16;37;1;13;35
DG1;2;42;11;55;1;13;40
DG2;1;48;6;56;1;13;40
DG3;1;34;28;37;1;13;40
DG4;9;45;3;54;1;13;40
DG5;22;49;54;54;1;13;40
DG6;16;43;19;52;1;13;40
DG7;3;64;2;61;1;13;40
DG8;24;34;19;47;1;13;40
DG9;4;58;56;47;1;13;40
DG10;19;38;17;53;1;13;40
DG12;2;51;8;55;1;13;40
DG13;11;22;11;3;1;13;40
DG14;1;19;16;17;1;13;40
DG27;1;48;11;58;1;13;40
DG28;4;6;4;67;1;13;40
DG33;3;56;4;64;1;13;40
DG34;7;6;9;68;1;13;40
DG31;1;63;13;63;1;13;40
DG32;9;63;6;69;1;13;40
DG37;15;35;17;4;1;13;40
DG38;12;17;2;17;1;13;40
DG53;4;54;2;54;1;13;40
DG54;4;48;7;52;1;13;40
DG52;12;46;9;47;1;13;40
DG56;15;38;5;39;1;13;40
DG57;3;54;8;56;1;13;40
DG68;3;52;41;59;1;13;40
DG69;4;54;27;62;1;13;40
DG63;3;51;12;56;1;13;40
DG64;2;68;5;73;1;13;40
DG62;2;42;2;45;1;13;40
DG58;1;3;1;39;1;13;40
DG59;4;21;5;36;1;13;40
DG60;2;33;2;23;1;13;40
DG61;3;18;8;33;1;13;40
DG70;6;58;14;64;1;13;40
DG71;;;9;7;1;13;40
