timestamp,DG15,DG16,DG22,DG23,DG24,DG25,DG26,DG77,DG78,DG79,DG80,DG81,WIM11,WIM12,WIM21,WIM22
12:57:00,4,4,0,4,3,6,5,0,16,1,1,1,3,3,23,23
12:1:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12:6:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12:11:00,4,4,2,5,2,1,12,1,8,1,1,1,1,1,33,33
12:16:00,4,4,2,11,2,7,7,0,14,0,1,1,1,1,31,31
12:21:00,4,4,2,17,8,46,12,1,10,1,1,1,2,2,26,26
12:26:00,4,4,2,10,12,34,8,1,11,1,0,0,0,0,45,45
12:31:00,4,4,2,16,2,52,7,2,11,0,0,0,2,2,34,34
12:36:00,4,4,4,21,2,17,14,3,11,0,1,1,2,2,71,71
12:41:00,5,5,2,13,34,156,5,4,19,0,1,1,1,1,29,29
12:46:00,4,4,0,3,1,78,9,6,16,0,0,0,1,1,20,20
12:51:00,4,4,1,0,0,44,6,2,18,0,2,2,1,1,28,28
12:56:00,4,4,2,3,0,8,7,4,17,0,1,1,1,1,23,23
13:1:00,4,4,1,6,0,27,7,1,14,0,0,0,4,4,23,23
13:6:00,4,4,0,1,0,50,3,0,5,0,0,0,0,0,9,9
13:11:00,4,4,1,0,0,0,12,0,16,0,0,0,1,1,29,29
